"name","url","pattern"
"Dagmar Bach - Zimt und weg","https://www.labirint.ru/books/980515/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Tana French - Totengleich","https://www.labirint.ru/books/980517/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Kiera Cass - Selection","https://www.labirint.ru/books/980527/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"George Orwell - 1984","https://www.labirint.ru/books/980536/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"ПДД с иллюстрациями и комментариями. Таблица штрафов","https://www.labirint.ru/books/982338/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Elizabeth Barfety - 20, Allée de la Danse. Tome 1. Amies et rivales","https://www.labirint.ru/books/991843/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Christian Godin - 50 notions clés sur la philosophie pour les Nuls","https://www.labirint.ru/books/991845/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Elen Lescoat - 7 histoires du soir. Les animaux. Livres d'histoires","https://www.labirint.ru/books/991847/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Marcel Proust - A l'ombre des jeunes filles en fleur","https://www.labirint.ru/books/991849/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Haruki Murakami - Abandonner un chat. Souvenirs de mon pere","https://www.labirint.ru/books/991852/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Francoise Sagan - Aimez-vous Brahms...","https://www.labirint.ru/books/991853/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Guillaume Apollinaire - Alcools. Calligrammes","https://www.labirint.ru/books/991856/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Lewis Carroll - Alice au pays des merveilles","https://www.labirint.ru/books/991857/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Arnaud Almeras - L'abominable tempête de neige","https://www.labirint.ru/books/991859/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Arnaud Almeras - Le jumeau diabolique","https://www.labirint.ru/books/991862/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Arnaud Almeras - La cabane ensorcelée","https://www.labirint.ru/books/991866/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Racine, Euripides - Andromaque","https://www.labirint.ru/books/991869/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Franck Thilliez - Angor","https://www.labirint.ru/books/991870/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Maurice Leblanc - Arsene Lupin, gentleman cambrioleur","https://www.labirint.ru/books/991877/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Maurice Leblanc - La Barre-y-va","https://www.labirint.ru/books/991879/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Julien Artigue - Arthur Séverin. Des pouvoirs bien encombrants. Tome 1","https://www.labirint.ru/books/991885/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Emile Zola - Au Bonheur des Dames","https://www.labirint.ru/books/991887/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Arthur Tenor - Vis la vie de Aurore, marquise à Versailles","https://www.labirint.ru/books/991892/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Matt Groening - Bart Simpson. Tome 2. En terrain glissant","https://www.labirint.ru/books/991897/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Emiri Hayashi - Cache-cache dans la nature","https://www.labirint.ru/books/991899/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Emiri Hayashi - Bébé Loup joue à s'habiller. Puzzles","https://www.labirint.ru/books/991900/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Jean Pastori - Bejart, la danse sans frontieres","https://www.labirint.ru/books/991901/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Berthe Morisot","https://www.labirint.ru/books/991905/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Guy Maupassant - Boule de suif. Mademoiselle Fifi","https://www.labirint.ru/books/991910/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Gustave Flaubert - Bouvard et Pecuchet","https://www.labirint.ru/books/991911/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Loic Rochard - Brassens par Brassens","https://www.labirint.ru/books/991912/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Gilles Legardinier - Ca peut pas rater!","https://www.labirint.ru/books/991915/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Melisande Luthringer - Cache-cache petit loup","https://www.labirint.ru/books/991918/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Arnaud Almeras - Calamity Mamie","https://www.labirint.ru/books/991922/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 9. On n'arrête pas le progrès !","https://www.labirint.ru/books/991923/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 5. Fini de rire !","https://www.labirint.ru/books/991925/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 7. Que fait la police ?","https://www.labirint.ru/books/991926/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 10. Tous aux abris !","https://www.labirint.ru/books/991928/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 11. Chou bi dou wouah !","https://www.labirint.ru/books/991929/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 13. Enfin seuls !","https://www.labirint.ru/books/991930/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 14. Va jouer dans le mixer !","https://www.labirint.ru/books/991931/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 16. Faites place à Hyperman !","https://www.labirint.ru/books/991933/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 20. Il y a des trésors partout !","https://www.labirint.ru/books/991935/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 21. Je suis trop génial","https://www.labirint.ru/books/991936/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 18. Gare au psychopathe à rayures","https://www.labirint.ru/books/991937/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 19. Que de misère humaine !","https://www.labirint.ru/books/991938/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 12. Quelque chose bave sous le lit !","https://www.labirint.ru/books/991939/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 22. Le monde est magique !","https://www.labirint.ru/books/991940/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 1. Adieu Monde Cruel!","https://www.labirint.ru/books/991942/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 2. En avant tete de thon","https://www.labirint.ru/books/991943/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 2. En avant tete de thon !","https://www.labirint.ru/books/991944/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 24. Cette fois, c`est fini !","https://www.labirint.ru/books/991946/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 3. On est fait comme des rats!","https://www.labirint.ru/books/991947/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 1","https://www.labirint.ru/books/991948/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin & Hobbes. Tome 11","https://www.labirint.ru/books/991949/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 3","https://www.labirint.ru/books/991950/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 9","https://www.labirint.ru/books/991952/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin Et Hobbes. Tome 4. Debout, tas de nouilles !","https://www.labirint.ru/books/991953/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 11. Chou bi dou wouah !","https://www.labirint.ru/books/991954/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 14. Va jouer dans le mixer !","https://www.labirint.ru/books/991955/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 15. Complètement surbookés","https://www.labirint.ru/books/991956/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 17. La flemme du dimanche soir","https://www.labirint.ru/books/991958/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 19. Que de misère humaine !","https://www.labirint.ru/books/991959/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 21. Je suis trop génial !","https://www.labirint.ru/books/991960/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 9. On n'arrête pas le progrès !","https://www.labirint.ru/books/991965/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 23. Y a des jours comme ça !","https://www.labirint.ru/books/991970/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes Tome 5. Fini de rire !","https://www.labirint.ru/books/991971/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Bill Watterson - Calvin et Hobbes. Tome 8. Elle Est Pas Belle LA Vie ?","https://www.labirint.ru/books/991972/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Yasmina Khadra - Ce que le jour doit a la nuit","https://www.labirint.ru/books/991974/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Laura Messina - Ce que nous confions au vent","https://www.labirint.ru/books/991975/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
